"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"15-19 years"	"15-19"	1205	4035501	29.9
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"20-24 years"	"20-24"	2167	4418563	49.0
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"25-34 years"	"25-34"	6525	8590669	76.0
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"35-44 years"	"35-44"	12057	8564324	140.8
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"45-54 years"	"45-54"	31910	9799721	325.6
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"55-64 years"	"55-64"	60323	9347443	645.3
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"65-74 years"	"65-74"	93225	7440136	1253.0
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"75-84 years"	"75-84"	150683	4507784	3342.7
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"85+ years"	"85+"	250286	2194799	11403.6
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"Not Stated"	"NS"	15	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	5322	776174	685.7
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"1-4 years"	"1-4"	1092	3117522	35.0
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"5-9 years"	"5-9"	560	3967479	14.1
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"10-14 years"	"10-14"	628	4068318	15.4
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"15-19 years"	"15-19"	2946	4275551	68.9
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"20-24 years"	"20-24"	6181	4613205	134.0
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	14497	8751246	165.7
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	19311	8429098	229.1
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	49900	9426105	529.4
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	96638	8344731	1158.1
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	130973	6482032	2020.6
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	169826	3664319	4634.6
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	169066	1321537	12793.1
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Male"	"M"	"Not Stated"	"NS"	47	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	2905	448854	647.2
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"1-4 years"	"1-4"	490	1846382	26.5
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"5-9 years"	"5-9"	294	2402730	12.2
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"10-14 years"	"10-14"	317	2419258	13.1
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"15-19 years"	"15-19"	710	2406901	29.5
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"20-24 years"	"20-24"	1152	2470951	46.6
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	3661	4863698	75.3
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	7414	4943137	150.0
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	18179	5033604	361.2
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	32743	4269723	766.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"65-74 years"	"65-74"	44874	2736852	1639.6
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"75-84 years"	"75-84"	62952	1398281	4502.1
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Female"	"F"	"85+ years"	"85+"	86490	610030	14178.0
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"< 1 year"	"1"	3545	466625	759.7
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"1-4 years"	"1-4"	653	1919542	34.0
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"5-9 years"	"5-9"	376	2496097	15.1
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"10-14 years"	"10-14"	476	2513978	18.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"15-19 years"	"15-19"	1830	2519613	72.6
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"20-24 years"	"20-24"	3496	2562537	136.4
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"25-34 years"	"25-34"	7758	4745878	163.5
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"35-44 years"	"35-44"	10780	4693778	229.7
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"45-54 years"	"45-54"	26229	4784368	548.2
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"55-64 years"	"55-64"	48963	3838503	1275.6
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"65-74 years"	"65-74"	58887	2335835	2521.0
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"75-84 years"	"75-84"	60071	993166	6048.4
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Male"	"M"	"85+ years"	"85+"	43449	275548	15768.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"< 1 year"	"1"	1561	249142	626.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"1-4 years"	"1-4"	219	1010461	21.7
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"5-9 years"	"5-9"	132	1275344	10.4
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"10-14 years"	"10-14"	140	1293668	10.8
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"15-19 years"	"15-19"	367	1347651	27.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"20-24 years"	"20-24"	639	1373048	46.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"25-34 years"	"25-34"	1941	2864010	67.8
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"35-44 years"	"35-44"	3488	2793703	124.9
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"45-54 years"	"45-54"	9499	3218050	295.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"55-64 years"	"55-64"	17319	2769192	625.4
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"65-74 years"	"65-74"	24414	1718657	1420.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"75-84 years"	"75-84"	37544	942340	3984.1
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Female"	"F"	"85+ years"	"85+"	63341	506908	12495.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"< 1 year"	"1"	1823	259904	701.4
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"1-4 years"	"1-4"	277	1051566	26.3
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"5-9 years"	"5-9"	170	1325652	12.8
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"10-14 years"	"10-14"	192	1343433	14.3
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"15-19 years"	"15-19"	900	1408582	63.9
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"20-24 years"	"20-24"	2172	1423229	152.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"25-34 years"	"25-34"	4729	2792024	169.4
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"35-44 years"	"35-44"	5561	2619200	212.3
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"45-54 years"	"45-54"	14052	2973386	472.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"55-64 years"	"55-64"	25619	2483570	1031.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"65-74 years"	"65-74"	30655	1450449	2113.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"75-84 years"	"75-84"	36615	678060	5400.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"85+ years"	"85+"	35779	245431	14578.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Male"	"M"	"Not Stated"	"NS"	17	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"< 1 year"	"1"	2679	412981	648.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"1-4 years"	"1-4"	401	1692913	23.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"5-9 years"	"5-9"	228	2196474	10.4
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"10-14 years"	"10-14"	266	2219059	12.0
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"15-19 years"	"15-19"	669	2249113	29.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"20-24 years"	"20-24"	1129	2352842	48.0
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"25-34 years"	"25-34"	3431	4554226	75.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"35-44 years"	"35-44"	6848	4671158	146.6
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"45-54 years"	"45-54"	17356	4934423	351.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"55-64 years"	"55-64"	32267	4512552	715.0
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"65-74 years"	"65-74"	49091	3092879	1587.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"75-84 years"	"75-84"	73026	1702142	4290.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"85+ years"	"85+"	107514	783603	13720.5
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Female"	"F"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"< 1 year"	"1"	3377	430438	784.5
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"1-4 years"	"1-4"	555	1762045	31.5
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"5-9 years"	"5-9"	325	2290913	14.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"10-14 years"	"10-14"	422	2310379	18.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"15-19 years"	"15-19"	1712	2345844	73.0
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"20-24 years"	"20-24"	3219	2462737	130.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"25-34 years"	"25-34"	7161	4435627	161.4
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"35-44 years"	"35-44"	10325	4495034	229.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"45-54 years"	"45-54"	25521	4685654	544.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"55-64 years"	"55-64"	48916	4058703	1205.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"65-74 years"	"65-74"	64298	2656651	2420.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"75-84 years"	"75-84"	71627	1216670	5887.1
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"85+ years"	"85+"	56462	365524	15446.9
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Male"	"M"	"Not Stated"	"NS"	35	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"< 1 year"	"1"	1259	197946	636.0
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"1-4 years"	"1-4"	197	816039	24.1
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"5-9 years"	"5-9"	147	1046616	14.0
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"10-14 years"	"10-14"	125	1040276	12.0
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"15-19 years"	"15-19"	357	1078206	33.1
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"20-24 years"	"20-24"	622	1182039	52.6
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	1953	2186202	89.3
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	3802	2130004	178.5
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	9705	2364043	410.5
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	18191	2311152	787.1
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	26469	1643840	1610.2
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"75-84 years"	"75-84"	37463	839965	4460.1
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Female"	"F"	"85+ years"	"85+"	52510	369396	14215.1
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"< 1 year"	"1"	1600	205514	778.5
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"1-4 years"	"1-4"	303	842456	36.0
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"5-9 years"	"5-9"	162	1079557	15.0
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"10-14 years"	"10-14"	213	1078770	19.7
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"15-19 years"	"15-19"	965	1138760	84.7
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"20-24 years"	"20-24"	1899	1228151	154.6
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	4158	2144463	193.9
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"35-44 years"	"35-44"	5953	2045751	291.0
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"45-54 years"	"45-54"	14869	2210551	672.6
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"55-64 years"	"55-64"	28163	2045454	1376.9
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"65-74 years"	"65-74"	36007	1441071	2498.6
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"75-84 years"	"75-84"	37384	631243	5922.3
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"85+ years"	"85+"	27760	173573	15993.3
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"Male"	"M"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"< 1 year"	"1"	1987	346954	572.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"1-4 years"	"1-4"	295	1402253	21.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"5-9 years"	"5-9"	185	1778478	10.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"10-14 years"	"10-14"	201	1779252	11.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"15-19 years"	"15-19"	494	1858833	26.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"20-24 years"	"20-24"	786	1992787	39.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"25-34 years"	"25-34"	2388	3983576	59.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"35-44 years"	"35-44"	4677	3861976	121.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"45-54 years"	"45-54"	12320	4253673	289.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"55-64 years"	"55-64"	23195	3725527	622.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"65-74 years"	"65-74"	34951	2405075	1453.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	53970	1302436	4143.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	85186	632541	13467.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	2505	364708	686.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	377	1466030	25.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-9 years"	"5-9"	224	1850570	12.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"10-14 years"	"10-14"	250	1854203	13.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-19 years"	"15-19"	1161	1935605	60.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"20-24 years"	"20-24"	2368	2135168	110.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	5230	4026461	129.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	7204	3793486	189.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	18358	4089806	448.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	35122	3442880	1020.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	45658	2107190	2166.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	53543	964730	5550.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	47109	308368	15276.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"Not Stated"	"NS"	15	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"< 1 year"	"1"	437	69439	629.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"1-4 years"	"1-4"	92	282518	32.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"5-9 years"	"5-9"	43	358627	12.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"10-14 years"	"10-14"	65	368006	17.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"15-19 years"	"15-19"	147	383653	38.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"20-24 years"	"20-24"	274	417979	65.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"25-34 years"	"25-34"	954	754172	126.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"35-44 years"	"35-44"	1894	800670	236.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"45-54 years"	"45-54"	4356	910918	478.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"55-64 years"	"55-64"	8525	960765	887.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"65-74 years"	"65-74"	12941	665043	1945.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	19651	397566	4942.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	26586	177695	14961.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	585	72548	806.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	113	295243	38.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-9 years"	"5-9"	74	377476	19.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"10-14 years"	"10-14"	79	385249	20.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-19 years"	"15-19"	318	408836	77.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"20-24 years"	"20-24"	693	437052	158.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	1998	783350	255.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	3106	813856	381.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	6811	897371	759.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	13228	922656	1433.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	17187	614395	2797.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	19411	293701	6609.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	14999	89642	16732.1
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	1589	201495	788.6
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	252	818395	30.8
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"5-9 years"	"5-9"	162	1049276	15.4
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"10-14 years"	"10-14"	194	1080852	17.9
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"15-19 years"	"15-19"	459	1116768	41.1
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"20-24 years"	"20-24"	783	1206057	64.9
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	2455	2210347	111.1
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	4749	2174802	218.4
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	11200	2397680	467.1
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	20195	2272884	888.5
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	29340	1574329	1863.7
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	43832	907690	4829.0
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	57496	391007	14704.6
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	1993	209227	952.6
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	328	851278	38.5
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"5-9 years"	"5-9"	228	1091429	20.9
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"10-14 years"	"10-14"	246	1124866	21.9
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"15-19 years"	"15-19"	1113	1157708	96.1
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"20-24 years"	"20-24"	2108	1212820	173.8
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	4902	2145295	228.5
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	7010	2075004	337.8
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	16489	2272567	725.6
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	31388	2074206	1513.3
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	39165	1346798	2908.0
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	42826	642271	6667.9
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	30291	180431	16788.1
